review_text,fake_prob,cleaned,word_count,is_short,is_non_english,raw_fake_prob,cal_fake_prob,label_current_app.py,label_youden's_j,label_cost-sensitive,label_natural_valley,label_percentile,label_conservative,label_recommended,label_strict
"Really liked these shoes. The design looks premium and they are very comfortable for daily use. Lightweight with good cushioning, perfect for long wear. Totally satisfied with the purchase.",0.9873607158660888,"Really liked these shoes. The design looks premium and they are very comfortable for daily use. Lightweight with good cushioning, perfect for long wear. Totally satisfied with the purchase.",29,False,False,9.540386599837802e-06,8.770995119251563e-05,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"I recently bought these running shoes, and I'm really impressed with the comfort and quality. The cushioning is perfect - it absorbs impact really well and makes running or even walking long distances much easier on the feet. The grip is solid, even on slightly wet surfaces, and the shoes feel lightweight but still sturdy. They also fit true to size and have great breathability, so my feet don't feel sweaty after a long run. The design looks sleek and stylish too, so I can easily wear them casually as well. Overall, totally worth the price - perfect for daily runs or workouts. Highly recommended!",0.9861921072006226,"I recently bought these running shoes, and I'm really impressed with the comfort and quality. The cushioning is perfect - it absorbs impact really well and makes running or even walking long distances much easier on the feet. The grip is solid, even on slightly wet surfaces, and the shoes feel lightweight but still sturdy. They also fit true to size and have great breathability, so my feet don't feel sweaty after a long run. The design looks sleek and stylish too, so I can easily wear them casually as well. Overall, totally worth the price - perfect for daily runs or workouts. Highly recommended!",105,False,False,5.9851331570826005e-06,6.0176864383973104e-05,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
Worth the prices. Yeh shoes thode heely hai matlab agar apko plain shoes pehenne ki aadat hai to inse used to hone mein time lagega. Iska inner sole bohot comfortable hain! Quality is on the peak.🤌💖,0.4671308994293213,Worth the prices. Yeh shoes thode heely hai matlab agar apko plain shoes pehenne ki aadat hai to inse used to hone mein time lagega. Iska inner sole bohot comfortable hain! Quality is on the peak.🤌💖,36,False,True,0.00024858536198735237,0.0012212638695644244,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
Excellent product and value for money.,0.3139613270759582,Excellent product and value for money.,6,False,False,0.00040989654371514916,0.001828588916437493,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"Issue: width Everything us very good , quality and comfort My size is 9 length all good But width is small compared to my regular shoe size.",0.5605823993682861,"Issue: width Everything us very good , quality and comfort My size is 9 length all good But width is small compared to my regular shoe size.",27,False,False,0.00018921971786767244,0.0009797802532206738,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
Best product And softness. This was very good for me.,0.3274845480918884,Best product And softness. This was very good for me.,10,False,False,4.2165949707850814e-05,0.00029140962206755774,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
Good product. Nice design very good price. More value product,0.9657442569732666,Good product. Nice design very good price. More value product,10,False,False,0.0008988158660940826,0.0034445842539334182,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
White portion has little dirt on it...but rest is fine,0.3188383281230926,White portion has little dirt on it...but rest is fine,10,False,False,4.813820851268247e-05,0.0003243239253135356,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"The products quality was better,the size was also perfect,the weight was balanced,the grip was like we can use it for running or for casual use, the was very nice and also it is flexible means over all good product.",0.9894249439239502,"The products quality was better,the size was also perfect,the weight was balanced,the grip was like we can use it for running or for casual use, the was very nice and also it is flexible means over all good product.",39,False,False,8.62132219481282e-06,8.081693404735115e-05,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"sole is noisy. Finishing in the shoe is not good. the threads in the shoe is not properly stitched. if you are having wide fingers area, then do not go for it. i am getting pain at my thumb nail.",0.8433982133865356,"sole is noisy. Finishing in the shoe is not good. the threads in the shoe is not properly stitched. if you are having wide fingers area, then do not go for it. i am getting pain at my thumb nail.",40,False,False,1.5714511391706765e-05,0.0001312717984832179,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"superb fit, weight is ok, quality is good, value for money",0.9599969387054444,"superb fit, weight is ok, quality is good, value for money",11,False,False,0.01536788884550333,0.03351714777374148,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"Normal use ke liye thik hai aur normal running ke liye bhi thik par long running ke liye thik nahi hai wide toe box shoes hai matlab jinke pair aage se thode de ""wide"" chavde hote hai unke liye thik hai jise aagar uk 8 hai 24, 25cm chavde unke liye thik hai",0.258219450712204,"Normal use ke liye thik hai aur normal running ke liye bhi thik par long running ke liye thik nahi hai wide toe box shoes hai matlab jinke pair aage se thode de ""wide"" chavde hote hai unke liye thik hai jise aagar uk 8 hai 24, 25cm chavde unke liye thik hai",53,False,False,0.10748488456010818,0.15310416890877146,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
Best walking/ running shoes. Comfortable,0.850460410118103,Best walking/ running shoes. Comfortable,5,False,False,0.025391798466444016,0.04985181333952007,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
These are good but not the best. There are multiple options at this price range or you may add 300-500 and get more comfortable than this shoes. They are only good looking shoes,0.9773658514022828,These are good but not the best. There are multiple options at this price range or you may add 300-500 and get more comfortable than this shoes. They are only good looking shoes,33,False,False,7.462436315108789e-06,7.191916327346086e-05,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
Shoe is comfortable and lightweight. I loved it.,0.7566584944725037,Shoe is comfortable and lightweight. I loved it.,8,False,False,0.0002822535461746156,0.001353134092569348,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"Shoes were good but , size is note fitting, but quality is best under 1k",0.9464962482452391,"Shoes were good but , size is note fitting, but quality is best under 1k",15,False,False,0.000513695937115699,0.0021938717916940263,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
Comfortable hai halka hai aur iski sabse achi bat hai isme pair jyada garam nhi hota hai,0.1836721897125244,Comfortable hai halka hai aur iski sabse achi bat hai isme pair jyada garam nhi hota hai,17,False,False,0.02483687736093998,0.04899137036928231,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
Best comfortable shoes for everyday use should be purchase,0.9150127172470092,Best comfortable shoes for everyday use should be purchase,9,False,False,0.00017808393749874085,0.0009329512608325556,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
Comfortable fitting... Great colour... Good for any apperal....,0.5591336488723755,Comfortable fitting... Great colour... Good for any apperal....,8,False,False,3.856878538499586e-05,0.0002711550817221844,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
Fit is good. Colour is ok. Size 6 mine is exactly fitted.,0.0879539847373962,Fit is good. Colour is ok. Size 6 mine is exactly fitted.,12,False,False,0.0003797125827986747,0.0017191321191054932,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"I recently bought these black jeans joggers, and I’m really impressed with their quality and design. The fabric feels durable like denim but has just enough stretch to stay comfortable for long wear. The jogger fit gives them a modern, casual vibe while still looking put-together enough to dress up with a nice shirt or jacket. The black color is rich and hasn’t faded after a couple of washes, and the elastic cuffs hold their shape well without feeling too tight. The waistband is secure but comfortable, and the pockets are deep enough to hold essentials without bulging. Overall, these joggers are a perfect blend of style and comfort. Great for casual outings, travel, or even a relaxed day at work. I’d definitely recommend them to anyone looking for versatile bottoms that pair well with almost anything.",0.9674870371818542,"I recently bought these black jeans joggers, and I’m really impressed with their quality and design. The fabric feels durable like denim but has just enough stretch to stay comfortable for long wear. The jogger fit gives them a modern, casual vibe while still looking put-together enough to dress up with a nice shirt or jacket. The black color is rich and hasn’t faded after a couple of washes, and the elastic cuffs hold their shape well without feeling too tight. The waistband is secure but comfortable, and the pockets are deep enough to hold essentials without bulging. Overall, these joggers are a perfect blend of style and comfort. Great for casual outings, travel, or even a relaxed day at work. I’d definitely recommend them to anyone looking for versatile bottoms that pair well with almost anything.",137,False,True,6.343419499899028e-06,6.307135378749457e-05,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"The product quality is very poor and completely disappointing. The design, stitching, and overall material quality are all bad. It feels very cheap and not at all worth the price. The fitting is also not good, and the product does not match expectations at all. Overall, a very bad purchase and not recommended.",0.4025730192661285,"The product quality is very poor and completely disappointing. The design, stitching, and overall material quality are all bad. It feels very cheap and not at all worth the price. The fitting is also not good, and the product does not match expectations at all. Overall, a very bad purchase and not recommended.",53,False,False,6.8867502704961225e-06,6.740181565596135e-05,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"I purchased these Lymio men’s mid-rise jeans, and they turned out to be comfortable and stylish. The regular fit is neither too tight nor too loose, making them suitable for daily wear. The fabric feels durable yet comfortable for long hours, and the stitching quality is neat. The wash and color are trendy and look the same as shown in the pictures. They pair well with casual T-shirts and formal shirts alike. Just note that the fabric is slightly thick, so more suitable for casual or outdoor use rather than hot summers. Overall, a value-for-money, stylish pair of jeans for men.",0.9607325196266174,"I purchased these Lymio men’s mid-rise jeans, and they turned out to be comfortable and stylish. The regular fit is neither too tight nor too loose, making them suitable for daily wear. The fabric feels durable yet comfortable for long hours, and the stitching quality is neat. The wash and color are trendy and look the same as shown in the pictures. They pair well with casual T-shirts and formal shirts alike. Just note that the fabric is slightly thick, so more suitable for casual or outdoor use rather than hot summers. Overall, a value-for-money, stylish pair of jeans for men.",101,False,True,6.364021373883588e-06,6.32368203869055e-05,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"comfortable and fit perfectly. Look good, feel good, and go with almost anything. The material feels sturdy, and stitching seems strong.",0.0136320637539029,"comfortable and fit perfectly. Look good, feel good, and go with almost anything. The material feels sturdy, and stitching seems strong.",21,False,False,1.2823021279473323e-05,0.00011138251596152325,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
ok ok type product . Sticking Qualiyty is poor.,0.1454344689846038,ok ok type product . Sticking Qualiyty is poor.,9,False,False,0.01405300572514534,0.031220483093419762,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"Trust me, very bad quality jeans recieved. It didn't even had a branding tag on the jeans, the color was a lot darker than shown on the image, it is a straight fit trouser, rather than a baggy jeans",0.3915482759475708,"Trust me, very bad quality jeans recieved. It didn't even had a branding tag on the jeans, the color was a lot darker than shown on the image, it is a straight fit trouser, rather than a baggy jeans",39,False,False,1.9203602278139442e-05,0.0001543589372377785,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"Absolutely perfect jeans! The Lymio Men's Regular Fit Mid Rise Jeans (Jeans-13-14) are super stylish and very comfortable. The fit is truly amazing — not too tight, not too loose, and the fabric quality feels premium. The stitching is strong, the color looks modern, and it matches perfectly with both casual and semi-casual outfits. After washing, the jeans keep their shape and color beautifully. Highly recommended for everyday wear and great value for money",0.5237215757369995,"Absolutely perfect jeans! The Lymio Men's Regular Fit Mid Rise Jeans (Jeans-13-14) are super stylish and very comfortable. The fit is truly amazing — not too tight, not too loose, and the fabric quality feels premium. The stitching is strong, the color looks modern, and it matches perfectly with both casual and semi-casual outfits. After washing, the jeans keep their shape and color beautifully. Highly recommended for everyday wear and great value for money",74,False,True,6.852435490145581e-06,6.713031235462437e-05,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"These jeans are super comfortable and have a perfect fit. The fabric feels durable yet soft, making it great for everyday wear. The stitching is neat, and the color doesn’t fade after washing.",0.9724289774894714,"These jeans are super comfortable and have a perfect fit. The fabric feels durable yet soft, making it great for everyday wear. The stitching is neat, and the color doesn’t fade after washing.",33,False,True,1.0139444384549279e-05,9.213389419905067e-05,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
I am satisfied with the product quality. Not thick as normal ones,0.8696219325065613,I am satisfied with the product quality. Not thick as normal ones,12,False,False,0.0003956113650929183,0.001776988558913964,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
Color and shade doesn't match as shown in the picture. Quality is below average.,0.3061787188053131,Color and shade doesn't match as shown in the picture. Quality is below average.,14,False,False,0.00013358549040276557,0.0007396495119890915,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
The quality of material is not worth of amount it feels like it's been used,0.8833131790161133,The quality of material is not worth of amount it feels like it's been used,15,False,False,0.0011707785306498408,0.004262326997630734,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"after using 6 month the jeans colour and cloth fading with colour fad with smudge and blot with thread, you can see the thread and fad color like they have used very old and low quality cloth.",0.3662139773368835,"after using 6 month the jeans colour and cloth fading with colour fad with smudge and blot with thread, you can see the thread and fad color like they have used very old and low quality cloth.",37,False,False,6.906257567607099e-06,6.755604424297521e-05,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
Fit is good but cloth quality is bad according to price and color quality is decent,0.9466672539711,Fit is good but cloth quality is bad according to price and color quality is decent,16,False,False,7.475521124433726e-05,0.0004628007609705593,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
Color is nice. Check size before purchasing - specially the length of pant. It did not reach my ankles. I am 6 feet. Returned processed same day. Waiting for pickup. Will update.,0.771666944026947,Color is nice. Check size before purchasing - specially the length of pant. It did not reach my ankles. I am 6 feet. Returned processed same day. Waiting for pickup. Will update.,32,False,False,2.4102173483697698e-05,0.0001854625191117246,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"After one, three wash colour is fade",0.6075868010520935,"After one, three wash colour is fade",7,False,False,0.32065489888191223,0.3528174071247513,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
Material of cloth is very thin compare to other jeans and look like used jeans or old product,0.9813453555107116,Material of cloth is very thin compare to other jeans and look like used jeans or old product,18,False,False,2.673815470188856e-05,0.00020168539768109563,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"Good product, but I have a length issue. Now my son swing this trouser how is 1n 1/2 "" Inches shorter then me .",0.934607207775116,"Good product, but I have a length issue. Now my son swing this trouser how is 1n 1/2 "" Inches shorter then me .",24,False,False,0.003539710072800517,0.010377242192410237,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
The jeans quality is really good I can wear it anywhere in casual days or in some function,0.977874219417572,The jeans quality is really good I can wear it anywhere in casual days or in some function,18,False,False,1.545927625556942e-05,0.0001295463697757708,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
Material good. Deaign nice. But the size is not correct. These jeans are under size as compared to other brands. So order size bigger.,0.9157599806785583,Material good. Deaign nice. But the size is not correct. These jeans are under size as compared to other brands. So order size bigger.,24,False,False,3.2543044653721154e-05,0.00023638087238327427,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
Jeans ke donon tangon mein 2 sentimeter ka fark yah distance,0.7554354667663574,Jeans ke donon tangon mein 2 sentimeter ka fark yah distance,11,False,False,0.37181907892227173,0.39561392143321006,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"T shirts quality was to good, soft fabric and comfortable to wear. Fitting is nice and looks stylish but good, colour is good not faded, I like it....... YA AARAM KA MAMLA HAI.....!!!!!",0.9595462083816528,"T shirts quality was to good, soft fabric and comfortable to wear. Fitting is nice and looks stylish but good, colour is good not faded, I like it....... YA AARAM KA MAMLA HAI.....!!!!!",33,False,False,1.2914550097775646e-05,0.00011202446348845329,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
Cotton shirt is so comfortable fabric is good I gifted for my husband..good for summer,0.9423707127571106,Cotton shirt is so comfortable fabric is good I gifted for my husband..good for summer,15,False,False,2.4166063667507842e-05,0.00018585962678063997,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"I’m extremely happy with the T-Shirt. The fabric quality is excellent & soft, breathable, and very comfortable for all-day wear. The combed cotton feels premium on the skin and holds up well even after multiple washes. The fit is just right: not too tight and not too loose, giving a clean and polished look that works well for both casual outings and semi-formal occasions. The stitching and finishing are neat, showing great attention to detail. The color stays vibrant, and the collar retains its shape, which is a big plus for a polo T-shirt. Definitely worth the price, and I would highly recommend it to anyone looking for a reliable everyday polo T-shirt.",0.920255959033966,"I’m extremely happy with the T-Shirt. The fabric quality is excellent & soft, breathable, and very comfortable for all-day wear. The combed cotton feels premium on the skin and holds up well even after multiple washes. The fit is just right: not too tight and not too loose, giving a clean and polished look that works well for both casual outings and semi-formal occasions. The stitching and finishing are neat, showing great attention to detail. The color stays vibrant, and the collar retains its shape, which is a big plus for a polo T-shirt. Definitely worth the price, and I would highly recommend it to anyone looking for a reliable everyday polo T-shirt.",113,False,True,6.3521247284370475e-06,6.314128351908432e-05,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
बहुत ही बेकार t shirt मैने यह दूसरी टी शर्ट y ब्रांड की मंगाई है दोनों वापस करने पड़ रहे है। T shirt देखने में ऐसी लगती है जैसे किसी ने पहन के भेज दी हो पुरानी।,0.0051098107360303,बहुत ही बेकार t shirt मैने यह दूसरी टी शर्ट y ब्रांड की मंगाई है दोनों वापस करने पड़ रहे है। T shirt देखने में ऐसी लगती है जैसे किसी ने पहन के भेज दी हो पुरानी।,37,False,True,0.0007762867026031017,0.0030607497147051976,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
Price k according Quality itni achhi ni hai.. not worthy.. fabric Quality is cheap.,0.041655533015728,Price k according Quality itni achhi ni hai.. not worthy.. fabric Quality is cheap.,14,False,False,0.011334746144711971,0.026316369215306792,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"Happy with this polo T-shirt. The fabric is soft, breathable, and feels comfortable even after long hours of wear. The fit is true to size and gives a neat, smart look. The collar and stitching quality are excellent, and the color looks the same as shown in the pictures. It’s perfect for daily use. Easy to wash, retains shape, and offers good value for money.",0.8995516896247864,"Happy with this polo T-shirt. The fabric is soft, breathable, and feels comfortable even after long hours of wear. The fit is true to size and gives a neat, smart look. The collar and stitching quality are excellent, and the color looks the same as shown in the pictures. It’s perfect for daily use. Easy to wash, retains shape, and offers good value for money.",65,False,True,6.421976650017314e-06,6.370174546191836e-05,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"The material of the polo t shirt is cotton. The fabric is breathable, soft and comfortable to wear. Perfect to wear in summers. Looks so classy. The fitting is nice. Easy to wash.",0.9877342581748962,"The material of the polo t shirt is cotton. The fabric is breathable, soft and comfortable to wear. Perfect to wear in summers. Looks so classy. The fitting is nice. Easy to wash.",33,False,False,1.0393938282504678e-05,9.399797252805726e-05,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
Okayish fit. Looks full after one wash. Can buy if want to use at home and not outside,0.910444974899292,Okayish fit. Looks full after one wash. Can buy if want to use at home and not outside,18,False,False,1.0469844710314646e-05,9.455225558326241e-05,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"Love this t-shirt. The cotton fabric feels super soft, breathable & comfortable.",0.9023194909095764,"Love this t-shirt. The cotton fabric feels super soft, breathable & comfortable.",12,False,False,0.00018448970513418317,0.0009599561479123575,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"The cloth need to be a little more thicker, otherwise good. Needs more length also I am 6 feet and it is slight small for me after washing it shrank.",0.8618242740631104,"The cloth need to be a little more thicker, otherwise good. Needs more length also I am 6 feet and it is slight small for me after washing it shrank.",30,False,False,1.3860523722541984e-05,0.00011860929256390256,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
Good quality tshirt Fabric material is very good colour is same as the picture Comfortable to wear and easy to wash The size is also perfect,0.893753707408905,Good quality tshirt Fabric material is very good colour is same as the picture Comfortable to wear and easy to wash The size is also perfect,26,False,False,1.0221901902696118e-05,9.273884008151471e-05,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"It’s very comfortable tshirt, I love it so mucj.",0.1784151196479797,"It’s very comfortable tshirt, I love it so mucj.",9,False,True,0.0003476636775303632,0.001601044407090575,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"Extremely comfortable to wear, good quality cotton fabric material, must try.",0.9776495695114136,"Extremely comfortable to wear, good quality cotton fabric material, must try.",11,False,False,9.405912715010345e-05,0.0005571518239566967,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
good polo t-shirt fabric was good i worn almost 6 months but value of money,0.4499687552452087,good polo t-shirt fabric was good i worn almost 6 months but value of money,15,False,False,4.205924415146001e-05,0.00029081371115582375,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
xyxx brand is very good and it’s color is very accurate as shown on amazon sire fabric material is also good,0.8811911344528198,xyxx brand is very good and it’s color is very accurate as shown on amazon sire fabric material is also good,21,False,True,3.0054592571104877e-05,0.0002216668803790189,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
Quality is good. Shrinks by one size smaller after first wash.,0.6816601753234863,Quality is good. Shrinks by one size smaller after first wash.,11,False,False,0.00022284916485659778,0.0011181244281280483,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"Good quality for this price range ,color as it is in image .",0.959896683692932,"Good quality for this price range ,color as it is in image .",13,False,False,0.00036820422974415123,0.0016769595156897617,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
Overall good material but I don't like the concept of short in front and long for back and I feel sometimes it very long for back and have to tuck in from back,0.5879552364349365,Overall good material but I don't like the concept of short in front and long for back and I feel sometimes it very long for back and have to tuck in from back,33,False,False,6.960317932680482e-06,6.79830201515471e-05,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
Like it is good but fitting for me not good so i alter this and use for regular wearing,0.855338454246521,Like it is good but fitting for me not good so i alter this and use for regular wearing,19,False,False,7.880773409851827e-06,7.515975357536573e-05,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
This good polo t shirt,0.4926656782627105,This good polo t shirt,5,False,False,0.13675597310066223,0.1840886428002784,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"Loved this polo T-shirt which I bought for my brother.The combed cotton fabric feels super soft, breathable, and comfortable even after long hours.Fit is perfect—not too tight, not too loose.",0.9589630365371704,"Loved this polo T-shirt which I bought for my brother.The combed cotton fabric feels super soft, breathable, and comfortable even after long hours.Fit is perfect—not too tight, not too loose.",30,False,True,5.660028546117246e-05,0.0003696524046924945,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
Nice and soft fabric quite comfortable to wear too and really affordable,0.9780453443527222,Nice and soft fabric quite comfortable to wear too and really affordable,12,False,False,1.6406031136284582e-05,0.00013591985766873684,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"Posting a review after two washes this T-shirt is really good for daily wear. The fabric still feels comfortable, the fit is the same, and the quality holds up well. Definitely a good choice for everyday work.",0.9481013417243958,"Posting a review after two washes this T-shirt is really good for daily wear. The fabric still feels comfortable, the fit is the same, and the quality holds up well. Definitely a good choice for everyday work.",37,False,False,6.627473794651451e-06,6.53438424147644e-05,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
Very good quality I like it very much. Very comfortable.,0.0068430774845182,Very good quality I like it very much. Very comfortable.,10,False,False,0.00011527318565640599,0.0006566189546228404,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"Very soft clothing material, very comfortable",0.9530689716339112,"Very soft clothing material, very comfortable",6,False,False,0.005501230247318745,0.014776771205758559,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"Wearing this XYXX polo for daily work and I’m genuinely impressed. The fabric feels soft, breathable, and comfortable even after long hours perfect for Indian weather.",0.9406832456588744,"Wearing this XYXX polo for daily work and I’m genuinely impressed. The fabric feels soft, breathable, and comfortable even after long hours perfect for Indian weather.",26,False,True,2.4209706680267118e-05,0.00018613077272611672,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"I gifted this t-shirt to my friend and he absolutely loved it! The fabric feels super soft and breathable, and the fit looks really comfortable and flattering. It has a classy, premium look that works perfectly for both casual and slightly dressy occasions. Definitely a great gift choice.",0.9679495692253112,"I gifted this t-shirt to my friend and he absolutely loved it! The fabric feels super soft and breathable, and the fit looks really comfortable and flattering. It has a classy, premium look that works perfectly for both casual and slightly dressy occasions. Definitely a great gift choice.",48,False,False,8.96126584848389e-06,8.338222606321205e-05,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
Shirt is less quality and too much longer,0.5014482140541077,Shirt is less quality and too much longer,8,False,False,0.00012846244499087334,0.000716655517244371,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"Poor quality, don't buy in Amazon, also return pickup facility is not available, how the customer can return with self shipping with his own expenses, do you have common sense. I purchased around 6k worth of items, among that 1k worth of product that I need to return, but return pickup facility is not available, I am going to file the case in consumer forum",0.0836492329835891,"Poor quality, don't buy in Amazon, also return pickup facility is not available, how the customer can return with self shipping with his own expenses, do you have common sense. I purchased around 6k worth of items, among that 1k worth of product that I need to return, but return pickup facility is not available, I am going to file the case in consumer forum",65,False,False,3.261188612668775e-05,0.00023678478025392996,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
It nice fit and quality,0.841376006603241,It nice fit and quality,5,False,False,0.01173689030110836,0.027056635533442775,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
The dress is beautiful and comfortable to wear. The quality of the dress is very good. The dress looks good and the colors are nice. Computer users and others can be suggested to buy it. It's really very good.,0.9919363260269164,The dress is beautiful and comfortable to wear. The quality of the dress is very good. The dress looks good and the colors are nice. Computer users and others can be suggested to buy it. It's really very good.,39,False,False,7.479378837160766e-06,7.20510722203051e-05,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
U can see one more shirt in the photo and send another shirt the quality of shirt in the photo look good the quality of the one sent to me is not that great the button of the shirt that I saw also brown type but I received shirt with blak colour button I did not expect this ☹️,0.3866947293281555,U can see one more shirt in the photo and send another shirt the quality of shirt in the photo look good the quality of the one sent to me is not that great the button of the shirt that I saw also brown type but I received shirt with blak colour button I did not expect this ☹️,59,False,True,7.5039779403596185e-06,7.224249074217632e-05,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"The shirt quality was good and the fabric felt nice, but unfortunately the size was not proper for me. I had to return it. The return process was smooth, though. I would recommend checking the size chart carefully before ordering.",0.667331337928772,"The shirt quality was good and the fabric felt nice, but unfortunately the size was not proper for me. I had to return it. The return process was smooth, though. I would recommend checking the size chart carefully before ordering.",40,False,False,7.749431460979395e-06,7.414597161419004e-05,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
The product is different from the presented in the photo....and this is not a linen...and it seems like transparent,0.4180631935596466,The product is different from the presented in the photo....and this is not a linen...and it seems like transparent,19,False,False,7.511923467973247e-05,0.0004646203148335303,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"Awesome Quality, Fitting is excellent, fabric quality very good . Clothes quality superb",0.7715364098548889,"Awesome Quality, Fitting is excellent, fabric quality very good . Clothes quality superb",13,False,False,0.6250171065330505,0.6017704257585463,Promotional,Promotional,Promotional,Genuine,Genuine,Uncertain,Uncertain,Uncertain
